,image_name,group_id,group_start_frame_idx,frame_idx,left_most_column,right_most_column,left_most_index,right_most_index
0,content\data\images\10H-20L\image_group_9_frame_932.0.jpg,9,895.0,932.0,691,1055,0,4
1,content\data\images\10H-20L\image_group_9_frame_933.0.jpg,9,895.0,933.0,906,1229,5,2
2,content\data\images\10H-20L\image_group_9_frame_935.0.jpg,9,895.0,935.0,691,907,1,6
3,content\data\images\10H-20L\image_group_9_frame_936.0.jpg,9,895.0,936.0,818,1229,4,1
4,content\data\images\10H-20L\image_group_9_frame_939.0.jpg,9,895.0,939.0,694,1135,3,3
5,content\data\images\10H-20L\image_group_9_frame_940.0.jpg,9,895.0,940.0,906,1229,6,0
6,content\data\images\10H-20L\image_group_9_frame_942.0.jpg,9,895.0,942.0,691,907,2,5
0,content\data\images\10H-20L\image_group_10_frame_985.0.jpg,10,949.0,985.0,692,907,0,7
1,content\data\images\10H-20L\image_group_10_frame_986.0.jpg,10,949.0,986.0,707,1175,4,3
2,content\data\images\10H-20L\image_group_10_frame_987.0.jpg,10,949.0,987.0,906,1229,6,1
3,content\data\images\10H-20L\image_group_10_frame_989.0.jpg,10,949.0,989.0,692,971,1,4
4,content\data\images\10H-20L\image_group_10_frame_990.0.jpg,10,949.0,990.0,906,1229,7,0
5,content\data\images\10H-20L\image_group_10_frame_992.0.jpg,10,949.0,992.0,692,907,2,6
6,content\data\images\10H-20L\image_group_10_frame_993.0.jpg,10,949.0,993.0,758,1219,5,2
7,content\data\images\10H-20L\image_group_10_frame_996.0.jpg,10,949.0,996.0,692,945,3,5
0,content\data\images\10H-20L\image_group_11_frame_1039.0.jpg,11,1002.0,1039.0,688,907,0,7
1,content\data\images\10H-20L\image_group_11_frame_1040.0.jpg,11,1002.0,1040.0,824,1231,5,2
2,content\data\images\10H-20L\image_group_11_frame_1043.0.jpg,11,1002.0,1043.0,694,1149,3,3
3,content\data\images\10H-20L\image_group_11_frame_1044.0.jpg,11,1002.0,1044.0,906,1231,6,1
4,content\data\images\10H-20L\image_group_11_frame_1046.0.jpg,11,1002.0,1046.0,688,939,1,5
5,content\data\images\10H-20L\image_group_11_frame_1047.0.jpg,11,1002.0,1047.0,906,1231,7,0
6,content\data\images\10H-20L\image_group_11_frame_1049.0.jpg,11,1002.0,1049.0,688,907,2,6
7,content\data\images\10H-20L\image_group_11_frame_1050.0.jpg,11,1002.0,1050.0,727,1119,4,4
0,content\data\images\10H-20L\image_group_12_frame_1251.0.jpg,12,1056.0,1251.0,906,1233,4,3
1,content\data\images\10H-20L\image_group_12_frame_1253.0.jpg,12,1056.0,1253.0,688,1115,0,5
2,content\data\images\10H-20L\image_group_12_frame_1254.0.jpg,12,1056.0,1254.0,906,1233,5,2
3,content\data\images\10H-20L\image_group_12_frame_1256.0.jpg,12,1056.0,1256.0,688,1109,1,6
4,content\data\images\10H-20L\image_group_12_frame_1257.0.jpg,12,1056.0,1257.0,906,1233,6,1
5,content\data\images\10H-20L\image_group_12_frame_1259.0.jpg,12,1056.0,1259.0,688,1103,2,7
6,content\data\images\10H-20L\image_group_12_frame_1260.0.jpg,12,1056.0,1260.0,906,1233,7,0
7,content\data\images\10H-20L\image_group_12_frame_1262.0.jpg,12,1056.0,1262.0,688,1097,3,8
8,content\data\images\10H-20L\image_group_12_frame_1263.0.jpg,12,1056.0,1263.0,906,1209,8,4
0,content\data\images\10H-20L\image_group_13_frame_1306.0.jpg,13,1269.0,1306.0,690,933,0,7
1,content\data\images\10H-20L\image_group_13_frame_1307.0.jpg,13,1269.0,1307.0,906,1231,4,3
2,content\data\images\10H-20L\image_group_13_frame_1309.0.jpg,13,1269.0,1309.0,690,933,1,6
3,content\data\images\10H-20L\image_group_13_frame_1310.0.jpg,13,1269.0,1310.0,906,1231,5,2
4,content\data\images\10H-20L\image_group_13_frame_1312.0.jpg,13,1269.0,1312.0,690,935,2,5
